Genome	contig	Start	Stop	protID
GCA_000007265	AE009948.1	2158069	2159299	2105
GCA_000007265	AE009948.1	2159396	2160170	2106
GCA_000012705	CP000114.1	52	1462	2107
GCA_000012705	CP000114.1	1616	2753	2108
GCA_000012705	CP000114.1	2813	3704	2109
GCA_000012705	CP000114.1	3713	3911	2110
GCA_000012705	CP000114.1	4472	5588	2111
GCA_000012705	CP000114.1	5671	6247	2112
GCA_000012705	CP000114.1	6243	9741	2113
GCA_000012705	CP000114.1	10031	10304	2114
GCA_000012705	CP000114.1	10290	10662	2115
GCA_000012705	CP000114.1	10798	12085	2116
GCA_000012705	CP000114.1	12086	13361	2117
GCA_000012705	CP000114.1	13365	13908	2118
GCA_000012705	CP000114.1	13930	15907	2119
GCA_000012705	CP000114.1	28897	30199	2120
GCA_000012705	CP000114.1	30322	31291	2121
GCA_000012705	CP000114.1	31398	32574	2122
GCA_000012705	CP000114.1	32563	33325	2123
GCA_000012705	CP000114.1	33387	34266	2124
GCA_000012705	CP000114.1	34343	35336	2125
GCA_000012705	CP000114.1	35346	35586	2126
GCA_000012705	CP000114.1	35709	36417	2127
GCA_000012705	CP000114.1	36567	40296	2128
GCA_000012705	CP000114.1	40529	41984	2129
GCA_000012705	CP000114.1	42011	43034	2130
GCA_000012705	CP000114.1	43201	43753	2131
GCA_000012705	CP000114.1	43772	44525	2132
GCA_000012705	CP000114.1	44544	46092	2133
GCA_000012705	CP000114.1	46284	47184	2134
GCA_000012705	CP000114.1	47330	48635	2135
GCA_000012705	CP000114.1	48881	49580	2136
GCA_000012705	CP000114.1	49626	50943	2137
GCA_000012705	CP000114.1	51030	51918	2138
GCA_000012705	CP000114.1	51927	52758	2139
GCA_000012705	CP000114.1	52770	53214	2140
GCA_000012705	CP000114.1	53233	53896	2141
GCA_000012705	CP000114.1	53892	54810	2142
GCA_000012705	CP000114.1	54826	55708	2143
GCA_000012705	CP000114.1	55715	56693	2144
GCA_000012705	CP000114.1	56715	57519	2145
GCA_000012705	CP000114.1	57801	59064	2146
GCA_000012705	CP000114.1	59334	59838	2147
GCA_000012705	CP000114.1	59824	60916	2148
GCA_000012705	CP000114.1	60968	62360	2149
GCA_000012705	CP000114.1	62381	63680	2150
GCA_000012705	CP000114.1	63832	64741	2151
GCA_000012705	CP000114.1	64941	65940	2152
GCA_000012705	CP000114.1	66091	66529	2153
GCA_000012705	CP000114.1	66535	66916	2154
GCA_000012705	CP000114.1	66912	68691	2155
GCA_000012705	CP000114.1	68960	71603	2156
GCA_000012705	CP000114.1	71781	72798	2157
GCA_000012705	CP000114.1	72917	74408	2158
GCA_000012705	CP000114.1	74512	75793	2159
GCA_000012705	CP000114.1	75997	76306	2160
GCA_000012705	CP000114.1	76410	77037	2161
GCA_000012705	CP000114.1	77060	77684	2162
GCA_000012705	CP000114.1	77683	77980	2163
GCA_000012705	CP000114.1	77997	78831	2164
GCA_000012705	CP000114.1	78929	79208	2165
GCA_000012705	CP000114.1	79223	79568	2166
GCA_000012705	CP000114.1	79580	80234	2167
GCA_000012705	CP000114.1	80237	80651	2168
GCA_000012705	CP000114.1	80660	80867	2169
GCA_000012705	CP000114.1	80892	81153	2170
GCA_000012705	CP000114.1	81177	81546	2171
GCA_000012705	CP000114.1	81625	81931	2172
GCA_000012705	CP000114.1	81954	82497	2173
GCA_000012705	CP000114.1	82514	82700	2174
GCA_000012705	CP000114.1	82854	83253	2175
GCA_000012705	CP000114.1	83362	83899	2176
GCA_000012705	CP000114.1	83999	84356	2177
GCA_000012705	CP000114.1	84374	84869	2178
GCA_000012705	CP000114.1	84883	85063	2179
GCA_000012705	CP000114.1	85187	85628	2180
GCA_000012705	CP000114.1	85648	86953	2181
GCA_000012705	CP000114.1	87047	87686	2182
GCA_000012705	CP000114.1	87801	88020	2183
GCA_000012705	CP000114.1	88045	88162	2184
GCA_000012705	CP000114.1	88179	88545	2185
GCA_000012705	CP000114.1	88562	88946	2186
GCA_000012705	CP000114.1	88995	89934	2187
GCA_000012705	CP000114.1	89948	90335	2188
GCA_000012705	CP000114.1	97531	97963	2189
GCA_000012705	CP000114.1	98032	98203	2190
GCA_000012705	CP000114.1	99118	99670	2191
GCA_000012705	CP000114.1	99889	100309	2192
GCA_000012705	CP000114.1	100508	100988	2193
GCA_000012705	CP000114.1	101109	101802	2194
GCA_000012705	CP000114.1	101798	102551	2195
GCA_000012705	CP000114.1	102547	103123	2196
GCA_000012705	CP000114.1	103217	104300	2197
GCA_000012705	CP000114.1	104341	104875	2198
GCA_000012705	CP000114.1	105055	106885	2199
GCA_000012705	CP000114.1	107173	108289	2200
GCA_000012705	CP000114.1	108402	109650	2201
GCA_000012705	CP000114.1	109720	110497	2202
GCA_000012705	CP000114.1	110459	111218	2203
GCA_000012705	CP000114.1	111227	111692	2204
GCA_000012705	CP000114.1	111688	112258	2205
GCA_000012705	CP000114.1	112294	113137	2206
GCA_000012705	CP000114.1	113293	114577	2207
GCA_000012705	CP000114.1	114765	115341	2208
GCA_000012705	CP000114.1	115613	117218	2209
GCA_000012705	CP000114.1	117326	118253	2210
GCA_000012705	CP000114.1	118447	118894	2211
GCA_000012705	CP000114.1	119055	120420	2212
GCA_000012705	CP000114.1	120555	121053	2213
GCA_000012705	CP000114.1	121206	122526	2214
GCA_000012705	CP000114.1	122832	123999	2215
GCA_000012705	CP000114.1	124284	125739	2216
GCA_000012705	CP000114.1	125778	126747	2217
GCA_000012705	CP000114.1	126799	127741	2218
GCA_000012705	CP000114.1	127742	129221	2219
GCA_000012705	CP000114.1	129236	129635	2220
GCA_000012705	CP000114.1	129609	130521	2221
GCA_000012705	CP000114.1	130513	131500	2222
GCA_000012705	CP000114.1	131681	132770	2223
GCA_000012705	CP000114.1	132769	133456	2224
GCA_000012705	CP000114.1	133486	134158	2225
GCA_000012705	CP000114.1	134201	135221	2226
GCA_000012705	CP000114.1	135374	136565	2227
GCA_000012705	CP000114.1	136583	137972	2228
GCA_000012705	CP000114.1	138112	138994	2229
GCA_000012705	CP000114.1	139078	139996	2230
GCA_000012705	CP000114.1	140234	140423	2231
GCA_000012705	CP000114.1	140554	140920	2232
GCA_000012705	CP000114.1	140919	142584	2233
GCA_000012705	CP000114.1	142731	143616	2234
GCA_000012705	CP000114.1	143707	143824	2235
GCA_000012705	CP000114.1	144016	145039	2236
GCA_000012705	CP000114.1	145573	145693	2237
GCA_000012705	CP000114.1	145689	149184	2238
GCA_000012705	CP000114.1	149263	149791	2239
GCA_000012705	CP000114.1	149899	151240	2240
GCA_000012705	CP000114.1	151236	151890	2241
GCA_000012705	CP000114.1	152093	152483	2242
GCA_000012705	CP000114.1	152515	152899	2243
GCA_000012705	CP000114.1	152999	153170	2244
GCA_000012705	CP000114.1	153510	154251	2245
GCA_000012705	CP000114.1	154260	155811	2246
GCA_000012705	CP000114.1	155946	157821	2247
GCA_000012705	CP000114.1	157866	158706	2248
GCA_000012705	CP000114.1	158825	159581	2249
GCA_000012705	CP000114.1	159582	160743	2250
GCA_000012705	CP000114.1	160907	161678	2251
GCA_000012705	CP000114.1	161714	162977	2252
GCA_000012705	CP000114.1	162978	164211	2253
GCA_000012705	CP000114.1	164197	164641	2254
GCA_000012705	CP000114.1	164740	166159	2255
GCA_000012705	CP000114.1	166230	167418	2256
GCA_000012705	CP000114.1	167570	168806	2257
GCA_000012705	CP000114.1	169046	170702	2258
GCA_000012705	CP000114.1	170820	171735	2259
GCA_000012705	CP000114.1	171744	172776	2260
GCA_000012705	CP000114.1	172788	173835	2261
GCA_000012705	CP000114.1	173834	174767	2262
GCA_000012705	CP000114.1	180307	181159	2263
GCA_000012705	CP000114.1	181244	181688	2264
GCA_000012705	CP000114.1	181690	182401	2265
GCA_000012705	CP000114.1	182390	183203	2266
GCA_000012705	CP000114.1	183413	184445	2267
GCA_000012705	CP000114.1	185023	186283	2268
GCA_000012705	CP000114.1	186393	188691	2269
GCA_000012705	CP000114.1	189214	192790	2270
GCA_000012705	CP000114.1	192906	196557	2271
GCA_000012705	CP000114.1	196670	197036	2272
GCA_000012705	CP000114.1	197208	198180	2273
GCA_000012705	CP000114.1	198244	199117	2274
GCA_000012705	CP000114.1	199113	199443	2275
GCA_000012705	CP000114.1	199417	199831	2276
GCA_000012705	CP000114.1	199856	200102	2277
GCA_000012705	CP000114.1	200124	200517	2278
GCA_000012705	CP000114.1	200494	200866	2279
GCA_000012705	CP000114.1	200980	201955	2280
GCA_000012705	CP000114.1	201986	203180	2281
GCA_000012705	CP000114.1	203331	203538	2282
GCA_000012705	CP000114.1	203774	204230	2283
GCA_000012705	CP000114.1	204298	204964	2284
GCA_000012705	CP000114.1	204984	205755	2285
GCA_000012705	CP000114.1	205824	206892	2286
GCA_000012705	CP000114.1	207076	207316	2287
GCA_000012705	CP000114.1	207476	207761	2288
GCA_000012705	CP000114.1	207757	208081	2289
GCA_000012705	CP000114.1	208113	208740	2290
GCA_000012705	CP000114.1	208793	209510	2291
GCA_000012705	CP000114.1	209590	209986	2292
GCA_000012705	CP000114.1	210109	210754	2293
GCA_000012705	CP000114.1	210780	212526	2294
GCA_000012705	CP000114.1	212506	213247	2295
GCA_000012705	CP000114.1	213416	213872	2296
GCA_000012705	CP000114.1	213873	214602	2297
GCA_000012705	CP000114.1	214844	216473	2298
GCA_000012705	CP000114.1	216585	217563	2299
GCA_000012705	CP000114.1	217559	218381	2300
GCA_000012705	CP000114.1	218392	219196	2301
GCA_000012705	CP000114.1	219179	219806	2302
GCA_000012705	CP000114.1	220088	222119	2303
GCA_000012705	CP000114.1	222340	223966	2304
GCA_000012705	CP000114.1	224181	226218	2305
GCA_000012705	CP000114.1	226220	226505	2306
GCA_000012705	CP000114.1	226517	227873	2307
GCA_000012705	CP000114.1	227875	228733	2308
GCA_000012705	CP000114.1	228729	229659	2309
GCA_000012705	CP000114.1	229767	231027	2310
GCA_000012705	CP000114.1	231114	231384	2311
GCA_000012705	CP000114.1	231764	233894	2312
GCA_000012705	CP000114.1	233895	234648	2313
GCA_000012705	CP000114.1	234656	235241	2314
GCA_000012705	CP000114.1	235250	235433	2315
GCA_000012705	CP000114.1	235429	236773	2316
GCA_000012705	CP000114.1	236765	237152	2317
GCA_000012705	CP000114.1	237254	238010	2318
GCA_000012705	CP000114.1	238006	238525	2319
GCA_000012705	CP000114.1	238617	239478	2320
GCA_000012705	CP000114.1	240358	240805	2321
GCA_000012705	CP000114.1	240825	241218	2322
GCA_000012705	CP000114.1	241345	242500	2323
GCA_000012705	CP000114.1	242568	243120	2324
GCA_000012705	CP000114.1	243245	243578	2325
GCA_000012705	CP000114.1	243718	244000	2326
GCA_000012705	CP000114.1	244005	244332	2327
GCA_000012705	CP000114.1	244335	244977	2328
GCA_000012705	CP000114.1	245276	246152	2329
GCA_000012705	CP000114.1	246187	246622	2330
GCA_000012705	CP000114.1	246938	248195	2331
GCA_000012705	CP000114.1	248362	248833	2332
GCA_000012705	CP000114.1	249137	249473	2333
GCA_000012705	CP000114.1	249462	249750	2334
GCA_000012705	CP000114.1	250256	250547	2335
GCA_000012705	CP000114.1	250720	251056	2336
GCA_000012705	CP000114.1	251055	251616	2337
GCA_000012705	CP000114.1	251588	252269	2338
GCA_000012705	CP000114.1	252253	252640	2339
GCA_000012705	CP000114.1	252673	252955	2340
GCA_000012705	CP000114.1	253586	253676	2341
GCA_000012705	CP000114.1	253672	253798	2342
GCA_000012705	CP000114.1	253797	254658	2343
GCA_000012705	CP000114.1	254730	255912	2344
GCA_000012705	CP000114.1	255973	256624	2345
GCA_000012705	CP000114.1	256624	257551	2346
GCA_000012705	CP000114.1	257553	258189	2347
GCA_000012705	CP000114.1	258188	259334	2348
GCA_000012705	CP000114.1	265840	267331	2349
GCA_000012705	CP000114.1	267647	268040	2350
GCA_000012705	CP000114.1	268103	269738	2351
GCA_000012705	CP000114.1	269756	270029	2352
GCA_000012705	CP000114.1	270038	270389	2353
GCA_000012705	CP000114.1	271249	271831	2354
GCA_000012705	CP000114.1	271833	272052	2355
GCA_000012705	CP000114.1	272624	273185	2356
GCA_000012705	CP000114.1	273284	273863	2357
GCA_000012705	CP000114.1	273905	274586	2358
GCA_000012705	CP000114.1	274845	275793	2359
GCA_000012705	CP000114.1	275789	276281	2360
GCA_000012705	CP000114.1	276860	277469	2361
GCA_000012705	CP000114.1	277492	278590	2362
GCA_000012705	CP000114.1	278592	279309	2363
GCA_000012705	CP000114.1	279572	280256	2364
GCA_000012705	CP000114.1	280276	280588	2365
GCA_000012705	CP000114.1	280779	281487	2366
GCA_000012705	CP000114.1	281764	282913	2367
GCA_000012705	CP000114.1	283031	283574	2368
GCA_000012705	CP000114.1	283886	284801	2369
GCA_000012705	CP000114.1	284800	285442	2370
GCA_000012705	CP000114.1	285445	287485	2371
GCA_000012705	CP000114.1	287496	287754	2372
GCA_000012705	CP000114.1	287842	288106	2373
GCA_000012705	CP000114.1	288220	289729	2374
GCA_000012705	CP000114.1	289741	291571	2375
GCA_000012705	CP000114.1	291582	292281	2376
GCA_000012705	CP000114.1	292368	293706	2377
GCA_000012705	CP000114.1	293696	295127	2378
GCA_000012705	CP000114.1	295251	297237	2379
GCA_000012705	CP000114.1	297449	297755	2380
GCA_000012705	CP000114.1	297774	298509	2381
GCA_000012705	CP000114.1	298512	300117	2382
GCA_000012705	CP000114.1	300324	301710	2383
GCA_000012705	CP000114.1	301850	302654	2384
GCA_000012705	CP000114.1	302663	303917	2385
GCA_000012705	CP000114.1	303999	304947	2386
GCA_000012705	CP000114.1	304961	305288	2387
GCA_000012705	CP000114.1	305396	307550	2388
GCA_000012705	CP000114.1	307551	308562	2389
GCA_000012705	CP000114.1	308659	310003	2390
GCA_000012705	CP000114.1	310140	310953	2391
GCA_000012705	CP000114.1	311047	311851	2392
GCA_000012705	CP000114.1	311850	312594	2393
GCA_000012705	CP000114.1	312715	312940	2394
GCA_000012705	CP000114.1	313008	313923	2395
GCA_000012705	CP000114.1	314080	315541	2396
GCA_000012705	CP000114.1	315537	316359	2397
GCA_000012705	CP000114.1	316471	317806	2398
GCA_000012705	CP000114.1	317851	320098	2399
GCA_000012705	CP000114.1	320084	320684	2400
GCA_000012705	CP000114.1	320758	321277	2401
GCA_000012705	CP000114.1	321397	321730	2402
GCA_000012705	CP000114.1	322199	323354	2403
GCA_000012705	CP000114.1	323366	324830	2404
GCA_000012705	CP000114.1	325054	325537	2405
GCA_000012705	CP000114.1	325725	327333	2406
GCA_000012705	CP000114.1	327461	328358	2407
GCA_000012705	CP000114.1	328344	329085	2408
GCA_000012705	CP000114.1	329081	330167	2409
GCA_000012705	CP000114.1	330168	330759	2410
GCA_000012705	CP000114.1	330808	331513	2411
GCA_000012705	CP000114.1	331679	332309	2412
GCA_000012705	CP000114.1	332331	332646	2413
GCA_000012705	CP000114.1	332719	335110	2414
GCA_000012705	CP000114.1	335156	336092	2415
GCA_000012705	CP000114.1	336081	337404	2416
GCA_000012705	CP000114.1	337441	338179	2417
GCA_000012705	CP000114.1	338178	340134	2418
GCA_000012705	CP000114.1	340294	340990	2419
GCA_000012705	CP000114.1	340986	342006	2420
GCA_000012705	CP000114.1	341998	342640	2421
GCA_000012705	CP000114.1	342681	344082	2422
GCA_000012705	CP000114.1	344083	344440	2423
GCA_000012705	CP000114.1	344486	345263	2424
GCA_000012705	CP000114.1	345383	346139	2425
GCA_000012705	CP000114.1	346257	347241	2426
GCA_000012705	CP000114.1	347444	347768	2427
GCA_000012705	CP000114.1	347784	348105	2428
GCA_000012705	CP000114.1	348106	349408	2429
GCA_000012705	CP000114.1	349588	352045	2430
GCA_000012705	CP000114.1	352054	352723	2431
GCA_000012705	CP000114.1	352790	353879	2432
GCA_000012705	CP000114.1	354030	354957	2433
GCA_000012705	CP000114.1	355047	355692	2434
GCA_000012705	CP000114.1	355747	357037	2435
GCA_000012705	CP000114.1	357036	357702	2436
GCA_000012705	CP000114.1	357778	358333	2437
GCA_000012705	CP000114.1	363872	365225	2438
GCA_000012705	CP000114.1	365348	365969	2439
GCA_000012705	CP000114.1	366105	366897	2440
GCA_000012705	CP000114.1	366992	367427	2441
GCA_000012705	CP000114.1	367426	368398	2442
GCA_000012705	CP000114.1	368455	368680	2443
GCA_000012705	CP000114.1	368834	369794	2444
GCA_000012705	CP000114.1	369813	370740	2445
GCA_000012705	CP000114.1	370748	371483	2446
GCA_000012705	CP000114.1	371498	372731	2447
GCA_000012705	CP000114.1	372696	373233	2448
GCA_000012705	CP000114.1	373229	373652	2449
GCA_000012705	CP000114.1	373689	375060	2450
GCA_000012705	CP000114.1	375068	375944	2451
GCA_000012705	CP000114.1	375936	376710	2452
GCA_000012705	CP000114.1	377179	377812	2453
GCA_000012705	CP000114.1	377857	379135	2454
GCA_000012705	CP000114.1	379425	380493	2455
GCA_000012705	CP000114.1	380530	380893	2456
GCA_000012705	CP000114.1	381011	381923	2457
GCA_000012705	CP000114.1	381937	382750	2458
GCA_000012705	CP000114.1	382782	383793	2459
GCA_000012705	CP000114.1	384094	384907	2460
GCA_000012705	CP000114.1	384995	385580	2461
GCA_000012705	CP000114.1	385669	386281	2462
GCA_000012705	CP000114.1	386383	387805	2463
GCA_000012705	CP000114.1	387953	388397	2464
GCA_000012705	CP000114.1	388389	388911	2465
GCA_000012705	CP000114.1	388919	390227	2466
GCA_000012705	CP000114.1	390290	390587	2467
GCA_000012705	CP000114.1	390583	391003	2468
GCA_000012705	CP000114.1	391302	391842	2469
GCA_000012705	CP000114.1	391893	392079	2470
GCA_000012705	CP000114.1	392150	392876	2471
GCA_000012705	CP000114.1	392877	393912	2472
GCA_000012705	CP000114.1	393969	394770	2473
GCA_000012705	CP000114.1	394759	395395	2474
GCA_000012705	CP000114.1	395977	396361	2475
GCA_000012705	CP000114.1	396408	397548	2476
GCA_000012705	CP000114.1	397569	397866	2477
GCA_000012705	CP000114.1	397858	398161	2478
GCA_000012705	CP000114.1	398180	400964	2479
GCA_000012705	CP000114.1	401072	401423	2480
GCA_000012705	CP000114.1	401506	402511	2481
GCA_000012705	CP000114.1	402674	403091	2482
GCA_000012705	CP000114.1	403103	405338	2483
GCA_000012705	CP000114.1	405378	405585	2484
GCA_000012705	CP000114.1	405694	406309	2485
GCA_000012705	CP000114.1	406323	407136	2486
GCA_000012705	CP000114.1	407248	409891	2487
GCA_000012705	CP000114.1	409920	410361	2488
GCA_000012705	CP000114.1	410442	410922	2489
GCA_000012705	CP000114.1	411074	412640	2490
GCA_000012705	CP000114.1	412752	413439	2491
GCA_000012705	CP000114.1	413440	414478	2492
GCA_000012705	CP000114.1	414491	415232	2493
GCA_000012705	CP000114.1	415418	416561	2494
GCA_000012705	CP000114.1	416670	416979	2495
GCA_000012705	CP000114.1	416985	417525	2496
GCA_000012705	CP000114.1	417663	418440	2497
GCA_000012705	CP000114.1	418439	418946	2498
GCA_000012705	CP000114.1	419217	420567	2499
GCA_000012705	CP000114.1	420888	421416	2500
GCA_000012705	CP000114.1	421406	422084	2501
GCA_000012705	CP000114.1	422215	423259	2502
GCA_000012705	CP000114.1	423349	424249	2503
GCA_000012705	CP000114.1	424285	425302	2504
GCA_000012705	CP000114.1	425471	425801	2505
GCA_000012705	CP000114.1	426017	426629	2506
GCA_000012705	CP000114.1	426636	427458	2507
GCA_000012705	CP000114.1	433179	433713	2508
GCA_000012705	CP000114.1	433796	434573	2509
GCA_000012705	CP000114.1	434671	436027	2510
GCA_000012705	CP000114.1	436295	437060	2511
GCA_000012705	CP000114.1	437093	437522	2512
GCA_000012705	CP000114.1	437700	439041	2513
GCA_000012705	CP000114.1	439000	441403	2514
GCA_000012705	CP000114.1	441612	442521	2515
GCA_000012705	CP000114.1	443075	444086	2516
GCA_000012705	CP000114.1	444086	444500	2517
GCA_000012705	CP000114.1	444501	446670	2518
GCA_000012705	CP000114.1	446732	449900	2519
GCA_000012705	CP000114.1	449912	450302	2520
GCA_000012705	CP000114.1	450374	450911	2521
GCA_000012705	CP000114.1	450886	451720	2522
GCA_000012705	CP000114.1	451780	452272	2523
GCA_000012705	CP000114.1	452510	452633	2524
GCA_000012705	CP000114.1	452632	452794	2525
GCA_000012705	CP000114.1	452880	453198	2526
GCA_000012705	CP000114.1	453221	453617	2527
GCA_000012705	CP000114.1	453626	454016	2528
GCA_000012705	CP000114.1	454031	454613	2529
GCA_000012705	CP000114.1	454612	455068	2530
GCA_000012705	CP000114.1	455177	456020	2531
GCA_000012705	CP000114.1	456104	456968	2532
GCA_000012705	CP000114.1	457099	457624	2533
GCA_000012705	CP000114.1	457818	459012	2534
GCA_000012705	CP000114.1	459255	462318	2535
GCA_000012705	CP000114.1	462896	463223	2536
GCA_000012705	CP000114.1	463651	463957	2537
GCA_000012705	CP000114.1	463958	464297	2538
GCA_000012705	CP000114.1	464317	465073	2539
GCA_000012705	CP000114.1	465272	467333	2540
GCA_000012705	CP000114.1	467447	467897	2541
GCA_000012705	CP000114.1	467915	468194	2542
GCA_000012705	CP000114.1	468205	469543	2543
GCA_000012705	CP000114.1	469565	470396	2544
GCA_000012705	CP000114.1	470530	470995	2545
GCA_000012705	CP000114.1	471007	472339	2546
GCA_000012705	CP000114.1	472340	472625	2547
GCA_000012705	CP000114.1	472909	473740	2548
GCA_000012705	CP000114.1	473978	475256	2549
GCA_000012705	CP000114.1	475339	476230	2550
GCA_000012705	CP000114.1	476243	477077	2551
GCA_000012705	CP000114.1	477086	479288	2552
GCA_000012705	CP000114.1	479377	479560	2553
GCA_000012705	CP000114.1	479599	480550	2554
GCA_000012705	CP000114.1	480559	482044	2555
GCA_000012705	CP000114.1	482045	483041	2556
GCA_000012705	CP000114.1	483166	484036	2557
GCA_000012705	CP000114.1	484040	484424	2558
GCA_000012705	CP000114.1	484456	484846	2559
GCA_000012705	CP000114.1	484865	485060	2560
GCA_000012705	CP000114.1	485250	485505	2561
GCA_000012705	CP000114.1	485613	485925	2562
GCA_000012705	CP000114.1	486192	486771	2563
GCA_000012705	CP000114.1	486767	487460	2564
GCA_000012705	CP000114.1	487481	490136	2565
GCA_000012705	CP000114.1	490371	491301	2566
GCA_000012705	CP000114.1	491717	492677	2567
GCA_000012705	CP000114.1	492837	493740	2568
GCA_000012705	CP000114.1	493899	494964	2569
GCA_000012705	CP000114.1	495078	496071	2570
GCA_000012705	CP000114.1	496115	496565	2571
GCA_000012705	CP000114.1	496696	497236	2572
GCA_000012705	CP000114.1	497247	497538	2573
GCA_000012705	CP000114.1	497534	498020	2574
GCA_000012705	CP000114.1	498009	499083	2575
GCA_000012705	CP000114.1	499157	500492	2576
GCA_000012705	CP000114.1	500560	501139	2577
GCA_000012705	CP000114.1	501171	502296	2578
GCA_000012705	CP000114.1	502295	502811	2579
GCA_000012705	CP000114.1	503006	504752	2580
GCA_000012705	CP000114.1	504741	506481	2581
GCA_000012705	CP000114.1	506587	507175	2582
GCA_000012705	CP000114.1	507186	508677	2583
GCA_000012705	CP000114.1	508802	509342	2584
GCA_000012705	CP000114.1	509342	510335	2585
GCA_000012705	CP000114.1	510459	510954	2586
GCA_000012705	CP000114.1	510963	512079	2587
GCA_000012705	CP000114.1	512071	513301	2588
GCA_000012705	CP000114.1	513413	514046	2589
GCA_000012705	CP000114.1	514046	514436	2590
GCA_000012705	CP000114.1	514596	514806	2591
GCA_000012705	CP000114.1	514802	515771	2592
GCA_000012705	CP000114.1	515782	516163	2593
GCA_000012705	CP000114.1	516394	518236	2594
GCA_000012705	CP000114.1	518280	518526	2595
GCA_000012705	CP000114.1	518655	520011	2596
GCA_000012705	CP000114.1	520013	521090	2597
GCA_000012705	CP000114.1	521093	522230	2598
GCA_000012705	CP000114.1	522501	523875	2599
GCA_000012705	CP000114.1	523896	525177	2600
GCA_000012705	CP000114.1	525182	525857	2601
GCA_000012705	CP000114.1	525868	526474	2602
GCA_000012705	CP000114.1	526476	526731	2603
GCA_000012705	CP000114.1	526732	527521	2604
GCA_000012705	CP000114.1	527530	528301	2605
GCA_000012705	CP000114.1	528585	531378	2606
GCA_000012705	CP000114.1	531494	531797	2607
GCA_000012705	CP000114.1	531860	532316	2608
GCA_000012705	CP000114.1	532501	534763	2609
GCA_000012705	CP000114.1	535060	535291	2610
GCA_000012705	CP000114.1	535432	536125	2611
GCA_000012705	CP000114.1	536117	536852	2612
GCA_000012705	CP000114.1	537138	538833	2613
GCA_000012705	CP000114.1	538971	539826	2614
GCA_000012705	CP000114.1	539822	540659	2615
GCA_000012705	CP000114.1	540784	542125	2616
GCA_000012705	CP000114.1	542102	542318	2617
GCA_000012705	CP000114.1	542317	543190	2618
GCA_000012705	CP000114.1	543182	544010	2619
GCA_000012705	CP000114.1	543996	544470	2620
GCA_000012705	CP000114.1	544481	546140	2621
GCA_000012705	CP000114.1	546252	547089	2622
GCA_000012705	CP000114.1	547063	547921	2623
GCA_000012705	CP000114.1	547895	548498	2624
GCA_000012705	CP000114.1	548600	548876	2625
GCA_000012705	CP000114.1	548963	550106	2626
GCA_000012705	CP000114.1	550233	550443	2627
GCA_000012705	CP000114.1	550494	550875	2628
GCA_000012705	CP000114.1	550861	551221	2629
GCA_000012705	CP000114.1	551412	551631	2630
GCA_000012705	CP000114.1	551728	552061	2631
GCA_000012705	CP000114.1	552074	552218	2632
GCA_000012705	CP000114.1	552165	552501	2633
GCA_000012705	CP000114.1	552646	552832	2634
GCA_000012705	CP000114.1	552910	553222	2635
GCA_000012705	CP000114.1	553226	553376	2636
GCA_000012705	CP000114.1	553369	553459	2637
GCA_000012705	CP000114.1	553451	553652	2638
GCA_000012705	CP000114.1	553648	553939	2639
GCA_000012705	CP000114.1	553925	554609	2640
GCA_000012705	CP000114.1	554683	556048	2641
GCA_000012705	CP000114.1	556052	556535	2642
GCA_000012705	CP000114.1	556552	558106	2643
GCA_000012705	CP000114.1	558374	559244	2644
GCA_000012705	CP000114.1	559197	559545	2645
GCA_000012705	CP000114.1	559623	559920	2646
GCA_000012705	CP000114.1	559903	560143	2647
GCA_000012705	CP000114.1	560173	560338	2648
GCA_000012705	CP000114.1	560334	560604	2649
GCA_000012705	CP000114.1	560607	560751	2650
GCA_000012705	CP000114.1	560747	561260	2651
GCA_000012705	CP000114.1	561280	561580	2652
GCA_000012705	CP000114.1	561597	561771	2653
GCA_000012705	CP000114.1	561767	561962	2654
GCA_000012705	CP000114.1	561958	562225	2655
GCA_000012705	CP000114.1	562615	563041	2656
GCA_000012705	CP000114.1	564137	564494	2657
GCA_000012705	CP000114.1	564490	565759	2658
GCA_000012705	CP000114.1	565751	566972	2659
GCA_000012705	CP000114.1	566971	567160	2660
GCA_000012705	CP000114.1	567267	568683	2661
GCA_000012705	CP000114.1	568763	569228	2662
GCA_000012705	CP000114.1	569230	570133	2663
GCA_000012705	CP000114.1	570129	570345	2664
GCA_000012705	CP000114.1	570358	570790	2665
GCA_000012705	CP000114.1	570740	571079	2666
GCA_000012705	CP000114.1	571071	571308	2667
GCA_000012705	CP000114.1	571308	571644	2668
GCA_000012705	CP000114.1	571653	572211	2669
GCA_000012705	CP000114.1	572210	572456	2670
GCA_000012705	CP000114.1	572470	572842	2671
GCA_000012705	CP000114.1	572841	574854	2672
GCA_000012705	CP000114.1	574847	576380	2673
GCA_000012705	CP000114.1	576380	580502	2674
GCA_000012705	CP000114.1	580502	582506	2675
GCA_000012705	CP000114.1	582517	582910	2676
GCA_000012705	CP000114.1	582860	583061	2677
GCA_000012705	CP000114.1	583069	583372	2678
GCA_000012705	CP000114.1	583364	583592	2679
GCA_000012705	CP000114.1	583600	583717	2680
GCA_000012705	CP000114.1	583717	585049	2681
GCA_000012705	CP000114.1	585310	585481	2682
GCA_000012705	CP000114.1	585899	586079	2683
GCA_000012705	CP000114.1	586484	586682	2684
GCA_000012705	CP000114.1	586725	587658	2685
GCA_000012705	CP000114.1	587844	589080	2686
